Date,Away_team,Home_conference,Away_conference
12/18/2021,Arkansas Baptist,Sun Belt,Sun Belt
12/18/2021,West Virginia,Conference USA,Big 12
12/18/2021,Cal Tech,Big West,NA
12/18/2021,East Tennessee St.,Big South,Southern
12/18/2021,Georgia Tech,Pacific-12,Atlantic Coast
12/18/2021,Converse,Big South,NA
12/18/2021,Austin Peay,Southeastern,Ohio Valley
12/18/2021,Fairleigh Dickinson,Atlantic Coast,Northeast
12/18/2021,Seattle,Pacific-12,Western Athletic
12/18/2021,Northern Colorado,Pacific-12,Big Sky
12/18/2021,BYU,Big Sky,West Coast
12/18/2021,Eastern Illinois,Summit League,Ohio Valley
12/18/2021,Louisville,Conference USA,Atlantic Coast
12/18/2021,North Texas,American Athletic,Conference USA
12/18/2021,Tennessee Tech,Horizon League,Ohio Valley
12/18/2021,Marquette,Big East,Big East
12/18/2021,Westminster PA,Horizon League,NA
12/19/2021,Howard Payne,Western Athletic,NA
12/19/2021,San Francisco,Pacific-12,West Coast
12/19/2021,Air Force,Sun Belt,Mountain West
12/19/2021,Montana Tech,Mountain West,NA
12/19/2021,Robert Morris,Mid-American,Horizon League
12/19/2021,Dartmouth,Pacific-12,Ivy League
12/19/2021,Central Michigan,Horizon League,Mid-American
12/19/2021,Tennessee Martin,Missouri Valley,Ohio Valley
12/19/2021,UC Irvine,Atlantic 10,Big West
12/19/2021,Mercer,Atlantic Sun,Southern
12/19/2021,Holy Cross,Ivy League,Patriot League
12/19/2021,Northern Illinois,Horizon League,Mid-American
12/19/2021,Southeastern Louisiana,Big 12,Southland
12/19/2021,Southern,Mid-American,Southwest Athletic
12/19/2021,Tennessee Wesleyan,Atlantic Sun,NA
12/19/2021,Army,Northeast,Patriot League
12/19/2021,Fairfield,Atlantic 10,Metro Atlantic Athletic
12/19/2021,Coastal Carolina,Conference USA,Sun Belt
12/19/2021,Colgate,Metro Atlantic Athletic,Patriot League
12/19/2021,Portland,Big Sky,West Coast
12/19/2021,Kansas St.,Big Ten,Big 12
12/19/2021,SMU,Mountain West,American Athletic
12/19/2021,UT Arlington,Big 12,Sun Belt
12/19/2021,UC Davis,West Coast,Big West
12/19/2021,Old Dominion,Atlantic 10,Conference USA
12/19/2021,Montana,West Coast,Big Sky
12/19/2021,William Woods,Ohio Valley,NA
12/19/2021,Texas,Pacific-12,Big 12
12/19/2021,Florida A&M,Big West,Southwest Athletic
12/19/2021,Sacred Heart,America East,Northeast
12/20/2021,Alcorn St.,Big 12,Southwest Athletic
12/20/2021,Hendrix,Atlantic Sun,NA
12/20/2021,Manhattan,Big South,Metro Atlantic Athletic
12/20/2021,Maryland Eastern Shore,Conference USA,Mid-Eastern Athletic
12/20/2021,Western Illinois,Summit League,Summit League
12/20/2021,Western Carolina,Southeastern,Southern
12/20/2021,Northern Arizona,West Coast,Big Sky
12/20/2021,Oakland City,Missouri Valley,NA
12/20/2021,Oakland City,Missouri Valley,NA
12/20/2021,Louisiana Monroe,Western Athletic,Sun Belt
12/20/2021,Stetson,Atlantic Coast,Atlantic Sun
12/20/2021,St. Thomas,Summit League,Summit League
12/20/2021,Texas Permian Basin,Western Athletic,NA
12/20/2021,Illinois Springfield,Big Ten,NA
12/20/2021,Western Michigan,Atlantic Coast,Mid-American
12/20/2021,Incarnate Word,Big Ten,Southland
12/20/2021,Gwynedd Mercy,Metro Atlantic Athletic,NA
12/20/2021,Oral Roberts,Summit League,Summit League
12/20/2021,UMKC,Summit League,Western Athletic
12/20/2021,South Carolina St.,Southern,Mid-Eastern Athletic
12/20/2021,Eastern Michigan,Missouri Valley,Mid-American
12/20/2021,Delaware St.,Northeast,Mid-Eastern Athletic
12/21/2021,Davidson,Southeastern,Atlantic 10
12/21/2021,Elon,Southeastern,Colonial Athletic Association
12/21/2021,Lyon,Sun Belt,NA
12/21/2021,Eastern Illinois,Mid-American,Ohio Valley
12/21/2021,Loyola Marymount,Atlantic Sun,West Coast
12/21/2021,Carlow,Mid-American,NA
12/21/2021,Southeast Missouri St.,Western Athletic,Ohio Valley
12/21/2021,Dartmouth,Big West,Ivy League
12/21/2021,South Carolina St.,Big South,Mid-Eastern Athletic
12/21/2021,Tennessee Tech,American Athletic,Ohio Valley
12/21/2021,Southern,Atlantic 10,Southwest Athletic
12/21/2021,Southern Miss,American Athletic,Conference USA
12/21/2021,Presbyterian,Southern,Big South
12/21/2021,American,Atlantic 10,Patriot League
12/21/2021,Georgia St.,Atlantic Coast,Sun Belt
12/21/2021,Howard,Ivy League,Mid-Eastern Athletic
12/21/2021,Florida Atlantic,Big South,Conference USA
12/21/2021,UTSA,Missouri Valley,Conference USA
12/21/2021,Delaware,Metro Atlantic Athletic,Colonial Athletic Association
12/21/2021,Southeastern Louisiana,Big Ten,Southland
12/21/2021,Chicago St.,Big 12,Western Athletic
12/21/2021,Morehead St.,Horizon League,Ohio Valley
12/21/2021,McNeese St.,Big 12,Southland
12/21/2021,Albany,Patriot League,America East
12/21/2021,Jacksonville St.,Sun Belt,Atlantic Sun
12/21/2021,Merrimack,America East,Northeast
12/21/2021,Connecticut,Big East,Big East
12/21/2021,Spalding,Mid-American,NA
12/21/2021,Samford,Southeastern,Southern
12/21/2021,Winthrop,Southeastern,Big South
12/21/2021,Wright St.,Big Sky,Horizon League
12/21/2021,Norfolk St.,Mountain West,Mid-Eastern Athletic
12/21/2021,Appalachian St.,Atlantic Coast,Sun Belt
12/21/2021,Mid Atlantic Christian,Big South,NA
12/21/2021,Northern New Mexico,Big Sky,NA
12/21/2021,Michigan St.,Horizon League,Big Ten
12/21/2021,USC Upstate,Mid-American,Big South
12/21/2021,Pepperdine,Pacific-12,West Coast
12/21/2021,Nicholls St.,Pacific-12,Southland
12/21/2021,Jacksonville,Atlantic Coast,Atlantic Sun
12/21/2021,Kean,Ivy League,NA
12/21/2021,Bradley,Western Athletic,Missouri Valley
12/21/2021,Santa Clara,Mountain West,West Coast
12/21/2021,SIU Edwardsville,Sun Belt,Ohio Valley
12/21/2021,Air Force,Western Athletic,Mountain West
12/21/2021,Grambling St.,Big 12,Southwest Athletic
12/21/2021,Campbellsville H'burg,Ohio Valley,NA
12/21/2021,Northwestern St.,Southeastern,Southland
12/21/2021,Manhattan,Southern,Metro Atlantic Athletic
12/21/2021,Marshall,Mid-American,Conference USA
12/21/2021,Milligan,Big South,NA
12/21/2021,Fresno St.,Pacific-12,Mountain West
12/21/2021,Portland St.,Mountain West,Big Sky
12/21/2021,North Carolina Central,Conference USA,Mid-Eastern Athletic
12/21/2021,Xavier,Big East,Big East
12/21/2021,Utah Valley,Pacific-12,Western Athletic
12/22/2021,Longwood,Western Athletic,Big South
12/22/2021,Murray St.,Southeastern,Ohio Valley
12/22/2021,Bethesda,Big West,Pacific Christian Athletic
12/22/2021,Pacific,Pacific-12,West Coast
12/22/2021,Florida Gulf Coast,Metro Atlantic Athletic,Atlantic Sun
12/22/2021,Western Carolina,Conference USA,Southern
12/22/2021,Middle Tennessee,Southern,Conference USA
12/22/2021,Johnson & Wales NC,Atlantic 10,NA
12/22/2021,St. Thomas,Summit League,Summit League
12/22/2021,Chicago St.,Missouri Valley,Western Athletic
12/22/2021,Virginia Tech,Atlantic Coast,Atlantic Coast
12/22/2021,Stony Brook,Southeastern,America East
12/22/2021,East Tennessee St.,Southeastern,Southern
12/22/2021,Vanderbilt,Big West,Southeastern
12/22/2021,Texas St.,American Athletic,Sun Belt
12/22/2021,Northern Kentucky,Big Ten,Horizon League
12/22/2021,Western Kentucky,Southeastern,Conference USA
12/22/2021,Gwynedd Mercy,Patriot League,NA
12/22/2021,Crowley's Ridge,Conference USA,NA
12/22/2021,Lipscomb,Southeastern,Atlantic Sun
12/22/2021,Bethune Cookman,Metro Atlantic Athletic,Southwest Athletic
12/22/2021,Troy,Southern,Sun Belt
12/22/2021,Green Bay,Big Ten,Horizon League
12/22/2021,Illinois,Southeastern,Big Ten
12/22/2021,Hofstra,Metro Atlantic Athletic,Colonial Athletic Association
12/22/2021,American Indian,Big Sky,NA
12/22/2021,Towson,Patriot League,Colonial Athletic Association
12/22/2021,Kennesaw St.,Big Ten,Atlantic Sun
12/22/2021,Western Illinois,Summit League,Summit League
12/22/2021,North Dakota,Summit League,Summit League
12/22/2021,Liberty,Missouri Valley,Atlantic Sun
12/22/2021,Texas A&M Corpus Chris,Atlantic Coast,Southland
12/22/2021,Alcorn St.,Big 12,Southwest Athletic
12/22/2021,Charleston,Conference USA,Colonial Athletic Association
12/22/2021,Bucknell,Atlantic 10,Patriot League
12/22/2021,Hartford,Northeast,America East
12/22/2021,Missouri St.,West Coast,Missouri Valley
12/22/2021,North Carolina Central,Western Athletic,Mid-Eastern Athletic
12/22/2021,UC San Diego,Mountain West,Big West
12/22/2021,Southern Illinois,West Coast,Missouri Valley
12/22/2021,Northwest,Western Athletic,NA
12/22/2021,Army,Southeastern,Patriot League
12/22/2021,UMKC,Summit League,Western Athletic
12/22/2021,Oral Roberts,Summit League,Summit League
12/22/2021,BYU,American Athletic,West Coast
12/22/2021,Dixie St.,Big Sky,Western Athletic
12/22/2021,Robert Morris,Northeast,Horizon League
12/22/2021,Wyoming,Pacific-12,Mountain West
12/22/2021,Piedmont,Atlantic Sun,NA
12/22/2021,Delaware St.,American Athletic,Mid-Eastern Athletic
12/22/2021,Arizona,Southeastern,Pacific-12
12/22/2021,Alabama St.,Big 12,Southwest Athletic
12/22/2021,Eastern Washington,Big 12,Big Sky
12/22/2021,Mississippi Valley St.,Conference USA,Southwest Athletic
12/22/2021,Portland,Big West,West Coast
12/22/2021,Idaho St.,Big West,Big Sky
12/22/2021,North Alabama,American Athletic,Atlantic Sun
12/22/2021,Campbell,Colonial Athletic Association,Big South
12/22/2021,San Diego,Mountain West,West Coast
12/22/2021,Howard Payne,Sun Belt,NA
12/22/2021,Bradley,Conference USA,Missouri Valley
12/22/2021,William & Mary,Missouri Valley,Colonial Athletic Association
12/22/2021,Colgate,America East,Patriot League
12/22/2021,Clemson,Atlantic Coast,Atlantic Coast
12/22/2021,Boise St.,Pacific-12,Mountain West
12/22/2021,Youngstown St.,Big 12,Horizon League
12/22/2021,Prairie View A&M,American Athletic,Southwest Athletic
12/23/2021,Wagner,Metro Atlantic Athletic,Northeast
12/23/2021,South Florida,Big West,American Athletic
12/23/2021,St. Xavier IL,Horizon League,NA
12/23/2021,Westmont,West Coast,NA
12/23/2021,Liberty,Pacific-12,Atlantic Sun
12/23/2021,BYU,Southeastern,West Coast
12/23/2021,Fresno St.,Big Sky,Mountain West
12/23/2021,Northern Iowa,Mountain West,Missouri Valley
12/25/2021,Liberty,West Coast,Atlantic Sun
12/25/2021,Wyoming,American Athletic,Mountain West
12/27/2021,Brown,Atlantic Coast,Ivy League
12/27/2021,Dallas Christian,Southeastern,NA
12/28/2021,Northwestern St.,Big 12,Southland
12/28/2021,Fresno St.,Mountain West,Mountain West
12/28/2021,La Verne,Western Athletic,NA
12/28/2021,Mount Marty,Missouri Valley,NA
12/28/2021,North Alabama,West Coast,Atlantic Sun
12/28/2021,Carver,Atlantic Sun,NA
12/28/2021,Lehigh,Big Ten,Patriot League
12/28/2021,Notre Dame,Atlantic Coast,Atlantic Coast
12/28/2021,Yale,West Coast,Ivy League
12/28/2021,Academy of Art,West Coast,NA
12/28/2021,Grambling St.,Missouri Valley,Southwest Athletic
12/28/2021,Incarnate Word,Big 12,Southland
12/28/2021,Alabama St.,Big 12,Southwest Athletic
12/29/2021,Utah St.,Mountain West,Mountain West
12/29/2021,Tennessee,Southeastern,Southeastern
12/29/2021,LSU,Southeastern,Southeastern
12/29/2021,Miami OH,Mid-American,Mid-American
12/29/2021,DePaul,Big East,Big East
12/29/2021,Westminster UT,West Coast,NA
12/29/2021,Bryant,Northeast,Northeast
12/29/2021,Northeastern,Colonial Athletic Association,Colonial Athletic Association
12/29/2021,Samford,Southern,Southern
12/29/2021,Gardner Webb,Southeastern,Big South
12/29/2021,Midway,Missouri Valley,NA
12/29/2021,Western Illinois,Big Ten,Summit League
12/29/2021,Carver,Atlantic Sun,NA
12/29/2021,Nevada,Big 12,Mountain West
12/29/2021,Central Michigan,Mid-American,Mid-American
12/29/2021,Missouri,Southeastern,Southeastern
12/29/2021,Eastern,Patriot League,NA
12/29/2021,Wake Forest,Atlantic Coast,Atlantic Coast
12/29/2021,St. Francis NY,Northeast,Northeast
12/29/2021,N.C. State,Atlantic Coast,Big Sky
12/29/2021,High Point,Big Ten,Big South
12/29/2021,Arkansas,Southeastern,Southeastern
12/29/2021,Eastern Illinois,Ohio Valley,Ohio Valley
12/29/2021,Seton Hall,Big East,Big East
12/29/2021,Nicholls St.,Big Ten,Southland
12/29/2021,LIU,Northeast,Northeast
12/29/2021,Wagner,Northeast,Northeast
12/29/2021,North Central MN,Summit League,NA
12/29/2021,Farmingdale St.,America East,NA
12/29/2021,Cornell,Atlantic Coast,Ivy League
12/29/2021,Central Arkansas,Southeastern,Atlantic Sun
12/29/2021,Western Michigan,Mid-American,Mid-American
12/29/2021,Memphis,American Athletic,American Athletic
12/29/2021,SMU,American Athletic,American Athletic
12/29/2021,Delaware,Colonial Athletic Association,Colonial Athletic Association
12/29/2021,Hofstra,Colonial Athletic Association,Colonial Athletic Association
12/29/2021,Illinois St.,Big Ten,Missouri Valley
12/29/2021,VMI,Southern,Southern
12/29/2021,Defiance,Horizon League,NA
12/30/2021,Louisiana,Sun Belt,Sun Belt
12/30/2021,Tennessee Martin,Ohio Valley,Ohio Valley
12/30/2021,Cal St. Fullerton,Big West,Big West
12/30/2021,East Tennessee St.,Southern,Southern
12/30/2021,Purdue Fort Wayne,Horizon League,Horizon League
12/30/2021,Louisiana Monroe,Sun Belt,Sun Belt
12/30/2021,Tarleton St.,Western Athletic,Western Athletic
12/30/2021,Old Dominion,NCAA,Conference USA
12/30/2021,Chicago St.,Western Athletic,Western Athletic
12/30/2021,Toccoa Falls,Atlantic Sun,NA
12/30/2021,Fordham,Atlantic 10,Atlantic 10
12/30/2021,Alabama A&M,Atlantic Sun,Southwest Athletic
12/30/2021,Georgia Southern,Sun Belt,Sun Belt
12/30/2021,Marshall,Conference USA,Conference USA
12/30/2021,Brown,Big Ten,Ivy League
12/30/2021,Ecclesia,Southland,NA
12/30/2021,Evangel,Missouri Valley,NA
12/30/2021,Idaho St.,Big Sky,Big Sky
12/30/2021,Weber St.,Big Sky,Big Sky
12/30/2021,Southeast Missouri St.,Ohio Valley,Ohio Valley
12/30/2021,South Dakota St.,Summit League,Summit League
12/30/2021,Green Bay,Horizon League,Horizon League
12/30/2021,Robert Morris,Horizon League,Horizon League
12/30/2021,Denver,Summit League,Summit League
12/30/2021,Utah,Pacific-12,Pacific-12
12/30/2021,Eastern Washington,Big Sky,Big Sky
12/30/2021,Truett McConnell,Big South,NA
12/30/2021,Saint Joseph's,Atlantic 10,Atlantic 10
12/30/2021,Maine,Big Ten,America East
12/30/2021,Lamar,Western Athletic,Western Athletic
12/30/2021,Sacramento St.,Big Sky,Big Sky
12/30/2021,Point,Atlantic Sun,NA
12/30/2021,Troy,Sun Belt,Sun Belt
12/30/2021,UTEP,Conference USA,Conference USA
12/30/2021,UC Santa Barbara,Big West,Big West
12/30/2021,Michigan,American Athletic,Big Ten
12/30/2021,South Alabama,Sun Belt,Sun Belt
12/30/2021,Abilene Christian,Western Athletic,Western Athletic
12/30/2021,Milwaukee,Horizon League,Horizon League
12/31/2021,Sacred Heart,Northeast,Northeast
12/31/2021,Champion Christian,Atlantic Sun,NA
12/31/2021,Delaware,Colonial Athletic Association,Colonial Athletic Association
12/31/2021,Alice Lloyd,Atlantic Sun,National Association of Intercollegiate Athletics
12/31/2021,High Point,Southeastern,Big South
12/31/2021,Boyce,Atlantic Sun,NA
12/31/2021,LIU,Northeast,Northeast
12/31/2021,Belhaven,Southland,NA
12/31/2021,Niagara,Metro Atlantic Athletic,Metro Atlantic Athletic
12/31/2021,Central Connecticut,Northeast,Northeast
12/31/2021,Fairleigh Dickinson,Northeast,Northeast
12/31/2021,Sul Ross St.,Southland,NA
12/31/2021,Northeastern,Colonial Athletic Association,Colonial Athletic Association
12/31/2021,Converse,Big South,NA
1/1/2022,Buffalo,Mid-American,Mid-American
1/1/2022,Lehigh,Patriot League,Patriot League
1/1/2022,Louisiana Monroe,Sun Belt,Sun Belt
1/1/2022,Georgia Southern,Sun Belt,Sun Belt
1/1/2022,Loyola MD,Patriot League,Patriot League
1/1/2022,Bowling Green,Mid-American,Mid-American
1/1/2022,Bucknell,Patriot League,Patriot League
1/1/2022,Tulane,American Athletic,American Athletic
1/1/2022,Louisiana,Sun Belt,Sun Belt
1/1/2022,Providence,Big East,Big East
1/1/2022,Abilene Christian,Western Athletic,Western Athletic
1/1/2022,St. Thomas FL,NCAA,NA
1/1/2022,Navy,Patriot League,Patriot League
1/1/2022,Baylor,Big 12,Big 12
1/1/2022,George Mason,Big 12,Atlantic 10
1/1/2022,Toledo,Mid-American,Mid-American
1/1/2022,Western Kentucky,Conference USA,Conference USA
1/1/2022,Creighton,Big East,Big East
1/1/2022,Wake Forest,Atlantic Coast,Atlantic Coast
1/1/2022,Weber St.,Big Sky,Big Sky
1/1/2022,Idaho St.,Big Sky,Big Sky
1/1/2022,Florida St.,Big Sky,Atlantic Coast
1/1/2022,New Mexico,Mountain West,Mountain West
1/1/2022,Chicago St.,Western Athletic,Western Athletic
1/1/2022,Rice,Conference USA,Conference USA
1/1/2022,Eastern Washington,Big Sky,Big Sky
1/1/2022,Milwaukee,Horizon League,Horizon League
1/1/2022,Youngstown St.,Horizon League,Horizon League
1/1/2022,Kansas St.,Big 12,Big 12
1/1/2022,Nebraska Omaha,Summit League,Summit League
1/1/2022,Utah,Pacific-12,Pacific-12
1/1/2022,Central Connecticut,Big Ten,Northeast
1/1/2022,Villanova,Big East,Big East
1/1/2022,Austin Peay,Ohio Valley,Ohio Valley
1/1/2022,Northern Colorado,Big Sky,Big Sky
1/1/2022,Western Illinois,Summit League,Summit League
1/1/2022,Virginia,Atlantic Coast,Atlantic Coast
1/1/2022,West Virginia,Big 12,Big 12
1/1/2022,UTSA,Conference USA,Conference USA
1/1/2022,Cal St. Northridge,Big West,Big West
1/1/2022,San Diego St.,Mountain West,Mountain West
1/1/2022,Troy,Sun Belt,Sun Belt
1/1/2022,Tarleton St.,Western Athletic,Western Athletic
1/1/2022,Furman,Southern,Southern
1/1/2022,Ohio,Mid-American,Mid-American
1/1/2022,Memphis,American Athletic,American Athletic
1/1/2022,Green Bay,Horizon League,Horizon League
1/2/2022,UMass Lowell,America East,America East
1/2/2022,North Carolina,Atlantic Coast,Atlantic Coast
1/2/2022,Arizona St.,Pacific-12,Pacific-12
1/2/2022,Emory & Henry,Sun Belt,NA
1/2/2022,Dartmouth,Ivy League,Ivy League
1/2/2022,Louisville,Atlantic Coast,Atlantic Coast
1/2/2022,Dallas Christian,Southland,NA
1/2/2022,Bradley,Missouri Valley,Missouri Valley
1/2/2022,Marist,Metro Atlantic Athletic,Metro Atlantic Athletic
1/2/2022,Drake,Missouri Valley,Missouri Valley
1/2/2022,Ohio St.,Big Ten,Big Ten
1/2/2022,Maine,America East,America East
1/2/2022,Evansville,Missouri Valley,Missouri Valley
1/2/2022,Michigan St.,Big Ten,Big Ten
1/2/2022,Brown,Ivy League,Ivy League
1/2/2022,Indiana,Big Ten,Big Ten
1/2/2022,American International,Atlantic 10,Northeast-10
1/2/2022,Richmond,Atlantic 10,Atlantic 10
1/2/2022,UCF,American Athletic,American Athletic
1/2/2022,Houston,American Athletic,American Athletic
1/2/2022,Illinois St.,Missouri Valley,Missouri Valley
1/3/2022,Washington,Pacific-12,Pacific-12
1/3/2022,Alabama A&M,Southwest Athletic,Southwest Athletic
1/3/2022,Florida A&M,Southwest Athletic,Southwest Athletic
1/3/2022,Towson,Colonial Athletic Association,Colonial Athletic Association
1/3/2022,Ecclesia,Southland,NA
1/3/2022,Maryland,Big Ten,Big Ten
1/3/2022,Alabama St.,Southwest Athletic,Southwest Athletic
1/3/2022,Wisconsin,Big Ten,Big Ten
1/3/2022,UT Rio Grande Valley,Western Athletic,Western Athletic
1/3/2022,Texas Southern,Southwest Athletic,Southwest Athletic
1/3/2022,Dallas Christian,Conference USA,NA
1/4/2022,Ohio,Mid-American,Mid-American
1/4/2022,Vanderbilt,Southeastern,Southeastern
1/4/2022,Kent St.,Mid-American,Mid-American
1/4/2022,Oklahoma,Big 12,Big 12
1/4/2022,Army,Patriot League,Patriot League
1/4/2022,Seton Hall,Big East,Big East
1/4/2022,Toledo,Mid-American,Mid-American
1/4/2022,Virginia,Atlantic Coast,Atlantic Coast
1/4/2022,Air Force,Mountain West,Mountain West
1/4/2022,Georgia Tech,Atlantic Coast,Atlantic Coast
1/4/2022,Central Arkansas,Atlantic Sun,Atlantic Sun
1/4/2022,Texas A&M,Southeastern,Southeastern
1/4/2022,Texas,Big 12,Big 12
